名称,id,今收,增幅,增比,今开,成交量,最高,涨停,内盘,成交额,委比,流通市值,市盈率,每股收益,总股本,昨收,换手率,最低,跌停,外盘,振幅,量比,总市值,市净率,每股净资产,流通股本
合肥城建(002208),sz002208,18.00,-0.12,-0.66%,17.60,44.39万手,18.62,19.93,23.02万手,7.86亿,71.87%,57.47亿,196.47,0.07,3.20亿,18.12,13.90%,17.04,"
                        16.31",21.38万手,8.72%,6.87,57.62亿,3.53,5.10,3.19亿
达意隆(002209),sz002209,9.14,+0.23,+2.58%,8.98,2.51万手,9.34,9.80,8074手,2295.97万,27.93%,17.47亿,--,-0.06,1.95亿,8.91,1.31%,8.94,"
                        8.02",1.70万手,4.49%,0.86,17.85亿,2.96,3.09,1.91亿
飞马国际(002210),sz002210,12.33,--,0.00%,--,--,--,13.56,--,--,--,158.62亿,81.44,0.11,16.53亿,12.33,--,--,"
                        11.10",--,--,--,203.80亿,5.06,2.44,12.86亿
宏达新材(002211),sz002211,5.97,+0.02,+0.34%,5.92,4.80万手,6.03,6.55,2.29万手,2869.97万,-17.20%,25.79亿,97.73,0.05,4.32亿,5.95,1.11%,5.90,"
                        5.35",2.51万手,2.18%,0.11,25.82亿,3.25,1.84,4.32亿
南洋股份(002212),sz002212,15.63,--,0.00%,--,--,--,17.19,--,--,--,75.94亿,399.12,0.03,11.47亿,15.63,--,--,"
                        14.07",--,--,--,179.26亿,2.35,6.65,4.86亿
特尔佳(002213),sz002213,13.62,+1.24,+10.02%,13.33,2.24万手,13.62,13.62,1.79万手,3042.91万,100.00%,25.58亿,188.37,0.05,2.06亿,12.38,1.19%,13.12,"
                        11.14",4512手,4.04%,0.31,28.06亿,7.64,1.78,1.88亿
大立科技(002214),sz002214,7.11,+0.18,+2.60%,6.93,10.31万手,7.14,7.62,4.53万手,7274.07万,-33.61%,25.26亿,90.79,0.06,4.59亿,6.93,2.90%,6.90,"
                        6.24",5.77万手,3.46%,1.91,32.61亿,3.29,2.16,3.55亿
诺普信(002215),sz002215,7.86,+0.08,+1.03%,7.80,10.26万手,7.94,8.56,5.41万手,8040.80万,-45.21%,55.82亿,21.49,0.27,9.14亿,7.78,1.44%,7.74,"
                        7.00",4.85万手,2.57%,0.96,71.85亿,3.85,2.04,7.10亿
三全食品(002216),sz002216,7.67,--,0.00%,7.68,2.44万手,7.73,8.44,1.52万手,1871.82万,-51.99%,43.89亿,58.50,0.10,8.13亿,7.67,0.43%,7.62,"
                        6.90",9172手,1.43%,0.68,62.33亿,3.12,2.46,5.72亿
合力泰(002217),sz002217,9.59,+0.04,+0.42%,9.59,15.02万手,9.66,10.51,7.61万手,1.43亿,-35.23%,196.52亿,24.79,0.29,31.28亿,9.55,0.73%,9.45,"
                        8.60",7.41万手,2.20%,2.03,300.01亿,3.07,3.12,20.49亿
拓日新能(002218),sz002218,3.99,+0.04,+1.01%,3.95,7.09万手,4.00,4.35,2.72万手,2818.70万,-10.31%,48.49亿,30.66,0.10,12.36亿,3.95,0.58%,3.93,"
                        3.56",4.37万手,1.77%,0.77,49.33亿,1.77,2.26,12.15亿
恒康医疗(002219),sz002219,11.71,--,0.00%,--,--,--,12.88,--,--,--,107.33亿,65.02,0.14,18.65亿,11.71,--,--,"
                        10.54",--,--,--,218.42亿,5.04,2.32,9.17亿
天宝食品(002220),sz002220,7.19,+0.01,+0.14%,7.14,1.51万手,7.21,7.90,7315手,1077.97万,-43.13%,28.00亿,26.83,0.20,5.47亿,7.18,0.39%,7.11,"
                        6.46",7745手,1.39%,0.18,39.36亿,1.44,5.00,3.89亿
东华能源(002221),sz002221,11.51,+0.16,+1.41%,11.40,11.36万手,11.75,12.49,6.68万手,1.31亿,-25.81%,173.07亿,17.47,0.49,16.50亿,11.35,0.76%,11.29,"
                        10.22",4.68万手,4.05%,0.50,189.89亿,2.59,4.44,15.04亿
福晶科技(002222),sz002222,16.54,+0.54,+3.38%,16.10,9.46万手,16.58,17.60,3.95万手,1.55亿,-23.18%,69.71亿,50.29,0.25,4.28亿,16.00,2.24%,16.10,"
                        14.40",5.51万手,3.00%,0.60,70.71亿,9.57,1.73,4.21亿
鱼跃医疗(002223),sz002223,24.57,+0.79,+3.32%,23.96,26.07万手,24.69,26.16,11.98万手,6.35亿,21.24%,210.10亿,35.02,0.53,10.02亿,23.78,3.05%,23.70,"
                        21.40",14.10万手,4.16%,4.09,246.31亿,4.76,5.16,8.55亿
三力士(002224),sz002224,7.85,+0.02,+0.26%,7.78,8.04万手,7.90,8.61,4.56万手,6269.99万,6.43%,36.90亿,30.98,0.19,6.58亿,7.83,1.71%,7.69,"
                        7.05",3.49万手,2.68%,0.54,51.66亿,3.12,2.52,4.70亿
濮耐股份(002225),sz002225,4.52,--,0.00%,--,--,--,4.97,--,--,--,28.19亿,181.37,0.02,8.90亿,4.52,--,--,"
                        4.07",--,--,--,40.24亿,1.71,2.65,6.24亿
江南化工(002226),sz002226,6.37,+0.08,+1.27%,6.33,27.91万手,6.44,6.92,13.57万手,1.77亿,-34.90%,58.05亿,97.33,0.09,12.49亿,6.29,3.06%,6.22,"
                        5.66",14.34万手,3.50%,4.12,79.56亿,1.63,3.91,9.11亿
奥特迅(002227),sz002227,17.94,+0.04,+0.22%,18.04,1.85万手,18.25,19.69,1.08万手,3325.24万,6.59%,39.37亿,1768.23,0.01,2.21亿,17.90,0.84%,17.90,"
                        16.11",7697手,1.96%,1.22,39.58亿,4.99,3.60,2.19亿
合兴包装(002228),sz002228,4.29,+0.02,+0.47%,4.26,4.35万手,4.31,4.70,1.35万手,1867.52万,-27.00%,44.57亿,32.60,0.13,11.70亿,4.27,0.42%,4.26,"
                        3.84",3.00万手,1.17%,0.18,50.17亿,2.21,1.94,10.39亿
鸿博股份(002229),sz002229,11.80,+0.55,+4.89%,11.49,24.96万手,11.98,12.38,10.63万手,2.92亿,17.21%,49.02亿,551.34,0.02,5.03亿,11.25,6.01%,11.42,"
                        10.13",14.33万手,4.98%,4.76,59.32亿,3.62,3.26,4.15亿
科大讯飞(002230),sz002230,60.83,+1.74,+2.94%,59.68,40.81万手,61.31,65.00,17.58万手,24.70亿,-40.36%,719.57亿,375.73,0.12,13.89亿,59.09,3.45%,59.68,"
                        53.18",23.24万手,2.76%,1.53,844.74亿,10.23,5.95,11.83亿
奥维通信(002231),sz002231,8.82,+0.03,+0.34%,8.78,2.73万手,8.96,9.67,1.54万手,2420.89万,-6.88%,25.48亿,--,-0.02,3.57亿,8.79,0.95%,8.78,"
                        7.91",1.19万手,2.05%,0.40,31.47亿,4.69,1.88,2.89亿
启明信息(002232),sz002232,10.37,+0.22,+2.17%,10.12,10.15万手,10.40,11.17,4.57万手,1.04亿,-57.19%,41.67亿,79.67,0.13,4.09亿,10.15,2.53%,10.08,"
                        9.13",5.58万手,3.15%,2.46,42.37亿,3.98,2.60,4.02亿
塔牌集团(002233),sz002233,11.28,+0.01,+0.09%,11.27,9.01万手,11.30,12.40,4.95万手,1.01亿,-26.47%,90.65亿,18.65,0.60,11.92亿,11.27,1.12%,11.16,"
                        10.14",4.06万手,1.24%,0.84,134.49亿,1.64,6.86,8.04亿
民和股份(002234),sz002234,10.90,+0.01,+0.09%,11.04,2.95万手,11.15,11.98,1.88万手,3234.20万,64.18%,22.47亿,--,-0.96,3.02亿,10.89,1.43%,10.88,"
                        9.80",1.07万手,2.48%,0.58,32.92亿,4.44,2.45,2.06亿
安妮股份(002235),sz002235,,,,,,,,,,,,,,,,,,,,,,,,,
大华股份(002236),sz002236,25.62,+0.15,+0.59%,25.65,28.88万手,26.05,28.02,16.64万手,7.43亿,42.74%,436.02亿,31.22,0.82,28.99亿,25.47,1.70%,25.48,"
                        22.92",12.24万手,2.24%,0.76,742.66亿,7.10,3.61,17.02亿
恒邦股份(002237),sz002237,,,,,,,,,,,,,,,,,,,,,,,,,
天威视讯(002238),sz002238,9.08,+0.05,+0.55%,8.91,2.56万手,9.09,9.93,1.20万手,2301.09万,27.43%,56.06亿,22.44,0.30,6.17亿,9.03,0.41%,8.90,"
                        8.13",1.36万手,2.10%,1.01,56.06亿,2.09,4.34,6.17亿
奥特佳(002239),sz002239,3.63,+0.08,+2.25%,3.56,10.16万手,3.66,3.90,4.23万手,3664.02万,-26.59%,69.09亿,34.06,0.08,31.31亿,3.55,0.53%,3.54,"
                        3.20",5.93万手,3.38%,3.83,113.67亿,2.24,1.62,19.03亿
威华股份(002240),sz002240,16.50,+0.27,+1.66%,16.70,7.49万手,16.95,17.85,3.67万手,1.23亿,-63.82%,80.91亿,336.35,0.05,5.35亿,16.23,1.53%,16.17,"
                        14.61",3.82万手,4.81%,0.76,88.33亿,4.33,3.81,4.90亿
歌尔股份(002241),sz002241,13.42,-0.24,-1.76%,13.13,59.95万手,13.56,15.03,27.64万手,7.95亿,-46.10%,365.03亿,23.58,0.43,32.45亿,13.66,2.20%,12.97,"
                        12.29",32.31万手,4.32%,5.38,435.49亿,3.06,4.39,27.20亿
九阳股份(002242),sz002242,18.02,+0.18,+1.01%,17.90,6.84万手,18.24,19.62,3.44万手,1.23亿,12.48%,138.16亿,19.26,0.70,7.68亿,17.84,0.89%,17.63,"
                        16.06",3.41万手,3.42%,2.35,138.31亿,3.46,5.20,7.67亿
通产丽星(002243),sz002243,7.54,+0.04,+0.53%,7.54,2.63万手,7.62,8.25,1.36万手,1979.33万,-13.16%,27.52亿,65.14,0.12,3.65亿,7.50,0.72%,7.45,"
                        6.75",1.27万手,2.27%,0.25,27.52亿,1.84,4.10,3.65亿
滨江集团(002244),sz002244,7.39,-0.21,-2.76%,7.54,53.38万手,7.61,8.36,32.20万手,3.98亿,82.29%,199.74亿,13.44,0.55,31.11亿,7.60,1.98%,7.38,"
                        6.84",21.18万手,3.03%,4.64,229.94亿,1.61,4.59,27.03亿
澳洋顺昌(002245),sz002245,9.30,+0.35,+3.91%,9.00,21.10万手,9.32,9.85,8.88万手,1.93亿,-52.80%,85.01亿,25.91,0.36,9.87亿,8.95,2.31%,8.96,"
                        8.05",12.22万手,4.02%,1.12,91.82亿,3.81,2.44,9.14亿
北化股份(002246),sz002246,11.85,-0.09,-0.75%,11.80,18.58万手,12.07,13.13,9.56万手,2.18亿,33.69%,49.02亿,72.93,0.13,5.49亿,11.94,4.49%,11.50,"
                        10.75",9.02万手,4.77%,2.09,65.06亿,3.27,3.63,4.14亿
帝龙文化(002247),sz002247,12.87,+0.04,+0.31%,12.83,4.15万手,13.00,14.11,1.94万手,5341.81万,1.32%,67.47亿,24.28,0.40,8.51亿,12.83,0.79%,12.81,"
                        11.55",2.20万手,1.48%,0.95,109.55亿,2.27,5.68,5.24亿
*ST东数(002248),sz002248,10.06,-0.24,-2.33%,10.35,6.31万手,10.39,10.82,3.48万手,6375.61万,-16.29%,30.93亿,--,-0.53,3.07亿,10.30,2.05%,9.87,"
                        9.79",2.83万手,5.05%,1.25,30.93亿,6.43,1.56,3.07亿
大洋电机(002249),sz002249,6.40,+0.06,+0.95%,6.35,8.19万手,6.43,6.97,3.66万手,5236.63万,-20.75%,87.31亿,36.30,0.18,23.70亿,6.34,0.60%,6.34,"
                        5.71",4.53万手,1.42%,0.67,151.65亿,1.66,3.85,13.64亿
联化科技(002250),sz002250,10.54,+0.31,+3.03%,10.40,4.44万手,10.62,11.25,1.96万手,4649.32万,-19.78%,78.99亿,42.89,0.18,9.26亿,10.23,0.59%,10.26,"
                        9.21",2.48万手,3.52%,0.68,97.59亿,1.76,6.00,7.49亿
步步高(002251),sz002251,14.62,+0.40,+2.81%,14.27,10.35万手,14.78,15.64,4.34万手,1.51亿,-27.65%,111.08亿,51.58,0.21,8.64亿,14.22,1.36%,14.27,"
                        12.80",6.01万手,3.59%,1.16,126.30亿,2.02,7.25,7.60亿
上海莱士(002252),sz002252,19.54,--,0.00%,--,--,--,21.49,--,--,--,971.66亿,77.54,0.19,49.75亿,19.54,--,--,"
                        17.59",--,--,--,972.04亿,7.74,2.52,49.73亿
川大智胜(002253),sz002253,18.51,+1.13,+6.50%,17.50,8.15万手,18.68,19.12,2.98万手,1.47亿,-71.08%,38.61亿,91.90,0.20,2.26亿,17.38,3.91%,17.47,"
                        15.64",5.17万手,6.96%,2.66,41.76亿,3.18,5.81,2.09亿
泰和新材(002254),sz002254,11.92,+0.02,+0.17%,11.90,5.69万手,12.03,13.09,2.84万手,6774.28万,-51.49%,72.77亿,78.82,0.11,6.11亿,11.90,0.93%,11.83,"
                        10.71",2.84万手,1.68%,0.53,72.81亿,3.63,3.28,6.11亿
海陆重工(002255),sz002255,6.82,+0.04,+0.59%,6.78,4.12万手,6.91,7.46,2.23万手,2825.74万,25.49%,33.20亿,50.60,0.12,7.18亿,6.78,0.85%,6.73,"
                        6.10",1.89万手,2.65%,0.63,48.98亿,1.77,3.84,4.87亿
兆新股份(002256),sz002256,4.59,--,0.00%,--,--,--,5.05,--,--,--,57.51亿,56.26,0.08,18.82亿,4.59,--,--,"
                        4.13",--,--,--,86.40亿,3.79,1.21,12.53亿
立立电子(002257),sz002257,,--,%,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"
                        --",--,--,--,--,--,--,--
利尔化学(002258),sz002258,19.89,+0.05,+0.25%,19.85,4.54万手,20.21,21.82,2.62万手,9048.46万,15.49%,104.13亿,25.95,0.77,5.24亿,19.84,0.87%,19.65,"
                        17.86",1.91万手,2.82%,0.33,104.30亿,4.38,4.54,5.24亿
升达林业(002259),sz002259,5.90,--,0.00%,--,--,--,6.49,--,--,--,42.69亿,270.30,0.02,7.52亿,5.90,--,--,"
                        5.31",--,--,--,44.39亿,2.66,2.22,7.24亿
德奥通航(002260),sz002260,11.96,--,0.00%,--,--,--,13.16,--,--,--,31.72亿,--,-0.16,2.65亿,11.96,--,--,"
                        10.76",--,--,--,31.72亿,10.33,1.16,2.65亿
拓维信息(002261),sz002261,7.08,+0.25,+3.66%,6.89,19.54万手,7.12,7.51,8.13万手,1.37亿,-72.24%,69.88亿,38.92,0.14,11.11亿,6.83,1.98%,6.80,"
                        6.15",11.41万手,4.69%,2.45,78.63亿,1.99,3.55,9.87亿
恩华药业(002262),sz002262,14.68,+0.69,+4.93%,14.05,12.79万手,14.75,15.39,4.97万手,1.84亿,-7.14%,129.83亿,37.54,0.39,10.09亿,13.99,1.45%,13.83,"
                        12.59",7.82万手,6.58%,4.70,148.14亿,6.04,2.43,8.84亿
大东南(002263),sz002263,2.96,--,0.00%,--,--,--,3.26,--,--,--,55.60亿,--,-0.01,18.78亿,2.96,--,--,"
                        2.66",--,--,--,55.60亿,2.04,1.45,18.78亿
新华都(002264),sz002264,10.23,+0.10,+0.99%,10.20,29.83万手,10.44,11.14,15.23万手,3.06亿,67.10%,58.90亿,4139.80,0.00,6.85亿,10.13,5.18%,10.13,"
                        9.12",14.60万手,3.06%,1.84,70.03亿,4.12,2.48,5.76亿
西仪股份(002265),sz002265,16.16,+0.14,+0.87%,16.02,20.12万手,16.28,17.62,10.35万手,3.23亿,34.02%,48.99亿,261.60,0.06,3.19亿,16.02,6.64%,15.73,"
                        14.42",9.77万手,3.43%,3.88,51.48亿,5.29,3.05,3.03亿
浙富控股(002266),sz002266,4.26,-0.04,-0.93%,4.30,15.15万手,4.32,4.73,9.47万手,6455.32万,-10.02%,68.58亿,81.86,0.04,19.79亿,4.30,0.94%,4.22,"
                        3.87",5.69万手,2.33%,0.41,84.29亿,2.80,1.52,16.10亿
陕天然气(002267),sz002267,6.95,+0.02,+0.29%,6.96,1.86万手,6.97,7.62,9447手,1292.80万,-40.83%,77.29亿,22.35,0.23,11.12亿,6.93,0.17%,6.93,"
                        6.24",9149手,0.58%,0.24,77.29亿,1.42,4.91,11.12亿
卫士通(002268),sz002268,28.87,+0.17,+0.59%,27.95,22.93万手,29.05,31.57,12.06万手,6.49亿,-2.88%,199.42亿,--,-0.11,8.38亿,28.70,3.32%,27.70,"
                        25.83",10.88万手,4.70%,2.21,242.03亿,6.01,4.81,6.91亿
美邦服饰(002269),sz002269,2.92,+0.01,+0.34%,2.91,3.42万手,2.93,3.20,1.70万手,995.34万,-30.12%,73.37亿,--,-0.05,25.13亿,2.91,0.14%,2.90,"
                        2.62",1.72万手,1.03%,0.32,73.37亿,2.43,1.20,25.13亿
华明装备(002270),sz002270,9.45,+0.10,+1.07%,9.35,2.19万手,9.49,10.29,1.13万手,2054.98万,-39.12%,27.18亿,24.39,0.29,5.06亿,9.35,0.76%,9.31,"
                        8.42",1.06万手,1.93%,0.62,47.83亿,2.37,3.99,2.88亿
东方雨虹(002271),sz002271,41.06,-0.48,-1.16%,41.25,4.03万手,41.40,45.69,2.56万手,1.65亿,-73.11%,233.85亿,31.26,0.99,8.82亿,41.54,0.71%,40.53,"
                        37.39",1.46万手,2.09%,0.57,362.09亿,5.80,7.07,5.70亿
川润股份(002272),sz002272,,,,,,,,,,,,,,,,,,,,,,,,,
水晶光电(002273),sz002273,20.16,+0.56,+2.86%,19.70,13.17万手,20.17,21.56,6.12万手,2.64亿,-40.88%,123.88亿,37.13,0.41,6.64亿,19.60,2.14%,19.70,"
                        17.64",7.05万手,2.40%,1.00,133.88亿,4.29,4.70,6.14亿
华昌化工(002274),sz002274,6.85,+0.04,+0.59%,6.83,2.41万手,6.92,7.49,1.24万手,1653.42万,9.10%,33.59亿,175.94,0.03,6.35亿,6.81,0.49%,6.79,"
                        6.13",1.17万手,1.91%,0.25,43.49亿,1.67,4.10,4.90亿
桂林三金(002275),sz002275,15.99,+0.13,+0.82%,15.86,1.47万手,16.12,17.45,7388手,2342.22万,-41.00%,85.28亿,20.31,0.59,5.90亿,15.86,0.28%,15.80,"
                        14.27",7286手,2.02%,0.85,94.37亿,3.72,4.30,5.33亿
万马股份(002276),sz002276,,,,,,,,,,,,,,,,,,,,,,,,,
友阿股份(002277),sz002277,5.04,+0.09,+1.82%,5.01,7.86万手,5.04,5.44,2.90万手,3941.26万,0.55%,71.40亿,17.76,0.21,14.17亿,4.95,0.55%,4.98,"
                        4.46",4.96万手,1.21%,0.92,71.40亿,1.39,3.64,14.17亿
神开股份(002278),sz002278,12.33,+0.26,+2.15%,12.01,4.11万手,12.33,13.28,1.69万手,5033.03万,8.00%,42.17亿,--,-0.02,3.64亿,12.07,1.20%,12.01,"
                        10.86",2.41万手,2.65%,0.20,44.87亿,4.24,2.90,3.42亿
久其软件(002279),sz002279,13.04,+0.45,+3.57%,12.60,21.55万手,13.10,13.85,9.53万手,2.76亿,-21.95%,65.11亿,47.83,0.20,7.11亿,12.59,4.32%,12.46,"
                        11.33",12.02万手,5.08%,4.77,92.68亿,3.72,3.50,4.99亿
联络互动(002280),sz002280,7.01,+0.15,+2.19%,6.90,21.69万手,7.05,7.55,10.15万手,1.51亿,-32.62%,129.68亿,343.45,0.02,21.77亿,6.86,1.17%,6.86,"
                        6.17",11.54万手,2.77%,0.51,152.62亿,2.50,2.80,18.50亿
光迅科技(002281),sz002281,28.73,+1.58,+5.82%,27.23,29.04万手,29.09,29.86,12.17万手,8.26亿,-10.91%,178.92亿,55.35,0.40,6.46亿,27.15,4.66%,27.23,"
                        24.44",16.87万手,6.85%,4.31,185.68亿,6.04,4.76,6.23亿
博深工具(002282),sz002282,12.78,+0.16,+1.27%,12.46,6.57万手,13.17,13.88,3.48万手,8395.84万,0.86%,23.52亿,85.55,0.15,4.38亿,12.62,3.57%,12.45,"
                        11.36",3.09万手,5.71%,3.77,55.94亿,5.15,2.48,1.84亿
天润曲轴(002283),sz002283,5.09,+0.09,+1.80%,5.16,7.05万手,5.19,5.50,3.45万手,3594.18万,-5.30%,57.21亿,18.95,0.20,11.25亿,5.00,0.63%,5.06,"
                        4.50",3.60万手,2.60%,0.21,57.26亿,1.51,3.36,11.24亿
亚太股份(002284),sz002284,,,,,,,,,,,,,,,,,,,,,,,,,
世联行(002285),sz002285,9.57,-0.05,-0.52%,9.59,19.50万手,9.59,10.58,10.08万手,1.86亿,-30.46%,162.88亿,27.56,0.26,20.44亿,9.62,1.15%,9.44,"
                        8.66",9.43万手,1.56%,1.21,195.61亿,4.27,2.24,17.02亿
保龄宝(002286),sz002286,11.03,+0.11,+1.01%,10.79,2.05万手,11.13,12.01,1.02万手,2263.68万,-43.49%,36.25亿,82.08,0.13,3.69亿,10.92,0.62%,10.79,"
                        9.83",1.02万手,3.11%,0.27,40.73亿,2.67,4.12,3.29亿
奇正藏药(002287),sz002287,,,,,,,,,,,,,,,,,,,,,,,,,
超华科技(002288),sz002288,5.27,+0.14,+2.73%,5.16,8.92万手,5.30,5.64,4.18万手,4652.97万,-36.05%,34.76亿,101.28,0.04,9.32亿,5.13,1.35%,5.14,"
                        4.62",4.75万手,3.12%,0.55,49.10亿,2.87,1.84,6.60亿
宇顺电子(002289),sz002289,8.49,+0.10,+1.19%,8.40,2.49万手,8.60,9.23,1.24万手,2118.71万,-55.12%,22.04亿,--,-0.26,2.80亿,8.39,0.96%,8.36,"
                        7.55",1.25万手,2.86%,0.33,23.79亿,4.52,1.88,2.60亿
中科新材(002290),sz002290,11.54,+0.24,+2.12%,11.22,1.44万手,11.60,12.43,6836手,1650.75万,-38.78%,18.95亿,47.96,0.18,2.43亿,11.30,0.88%,11.22,"
                        10.17",7563手,3.36%,0.14,28.01亿,2.24,5.15,1.64亿
星期六(002291),sz002291,6.38,-0.05,-0.78%,6.35,5.03万手,6.46,7.07,2.90万手,3211.37万,0.87%,23.18亿,99.43,0.05,3.99亿,6.43,1.38%,6.33,"
                        5.79",2.13万手,2.02%,0.49,25.45亿,1.37,4.65,3.63亿
奥飞娱乐(002292),sz002292,12.51,+0.26,+2.12%,12.31,9.32万手,12.55,13.48,4.39万手,1.16亿,25.66%,95.49亿,40.37,0.24,13.57亿,12.25,1.22%,12.23,"
                        11.03",4.93万手,2.61%,0.96,169.78亿,3.27,3.83,7.63亿
罗莱生活(002293),sz002293,15.05,+0.15,+1.01%,14.91,2.32万手,15.16,16.39,1.03万手,3485.42万,-7.26%,105.25亿,27.08,0.44,7.45亿,14.90,0.33%,14.86,"
                        13.41",1.29万手,2.01%,1.05,112.11亿,3.67,4.10,6.99亿
信立泰(002294),sz002294,43.30,+1.62,+3.89%,42.11,8.74万手,43.36,45.85,3.75万手,3.74亿,-83.73%,452.92亿,31.20,1.39,10.46亿,41.68,0.84%,41.72,"
                        37.51",4.99万手,3.93%,1.75,452.92亿,7.48,5.79,10.46亿
精艺股份(002295),sz002295,9.11,+0.11,+1.22%,9.05,1.58万手,9.15,9.90,6706手,1431.81万,-39.48%,17.72亿,34.88,0.20,2.51亿,9.00,0.81%,8.98,"
                        8.10",9063手,1.89%,0.39,22.91亿,2.04,4.46,1.95亿
辉煌科技(002296),sz002296,6.79,+0.11,+1.65%,6.92,11.03万手,7.10,7.35,5.79万手,7575.37万,11.44%,21.47亿,50.08,0.10,3.77亿,6.68,3.49%,6.75,"
                        6.01",5.25万手,5.24%,2.28,25.57亿,1.62,4.19,3.16亿
博云新材(002297),sz002297,,,,,,,,,,,,,,,,,,,,,,,,,
中电鑫龙(002298),sz002298,,,,,,,,,,,,,,,,,,,,,,,,,
圣农发展(002299),sz002299,13.86,+0.06,+0.43%,13.89,3.86万手,14.07,15.18,1.88万手,5342.51万,-35.25%,56.06亿,135.68,0.09,12.39亿,13.80,0.95%,13.71,"
                        12.42",1.97万手,2.61%,0.70,171.79亿,2.83,4.90,4.05亿
太阳电缆(002300),sz002300,,,,,,,,,,,,,,,,,,,,,,,,,
齐心集团(002301),sz002301,15.80,--,0.00%,--,--,--,17.38,--,--,--,67.46亿,48.26,0.33,4.28亿,15.80,--,--,"
                        14.22",--,--,--,67.60亿,2.78,5.68,4.27亿
西部建设(002302),sz002302,15.50,+0.01,+0.06%,15.32,11.79万手,15.75,17.04,5.80万手,1.83亿,56.47%,160.00亿,147.67,0.10,12.62亿,15.49,1.14%,15.32,"
                        13.94",5.99万手,2.78%,2.48,195.66亿,3.70,4.19,10.32亿
美盈森(002303),sz002303,6.53,+0.05,+0.77%,6.51,13.46万手,6.61,7.13,7.83万手,8692.60万,-17.08%,100.69亿,30.47,0.16,15.42亿,6.48,0.87%,6.37,"
                        5.83",5.63万手,3.70%,1.51,100.71亿,2.38,2.74,15.42亿
洋河股份(002304),sz002304,107.99,+0.14,+0.13%,107.53,3.30万手,110.00,118.64,1.25万手,3.56亿,18.22%,1338.88亿,21.87,3.70,15.07亿,107.85,0.27%,105.89,"
                        97.06",2.04万手,3.81%,1.65,1627.40亿,5.72,18.89,12.40亿
南国置业(002305),sz002305,,,,,,,,,,,,,,,,,,,,,,,,,
*ST云网(002306),sz002306,3.47,+0.03,+0.87%,3.45,2.81万手,3.50,3.61,1.48万手,972.27万,-19.32%,27.73亿,--,-0.02,8.00亿,3.44,0.35%,3.42,"
                        3.27",1.32万手,2.33%,0.11,27.76亿,-191.61,-0.02,7.99亿
北新路桥(002307),sz002307,10.58,+0.15,+1.44%,10.45,9.93万手,10.85,11.47,5.10万手,1.05亿,-51.73%,58.96亿,143.90,0.06,5.61亿,10.43,1.78%,10.44,"
                        9.39",4.83万手,3.93%,0.66,59.39亿,3.19,3.32,5.57亿
威创股份(002308),sz002308,9.93,+0.20,+2.06%,9.74,6.96万手,9.99,10.70,2.86万手,6872.79万,-71.68%,83.28亿,38.70,0.21,9.14亿,9.73,0.83%,9.74,"
                        8.76",4.10万手,2.57%,0.63,90.72亿,3.33,2.98,8.39亿
中利集团(002309),sz002309,14.30,--,0.00%,--,--,--,15.73,--,--,--,62.36亿,180.22,0.08,8.74亿,14.30,--,--,"
                        12.87",--,--,--,124.98亿,1.61,8.88,4.36亿
东方园林(002310),sz002310,20.72,+0.71,+3.55%,20.20,26.90万手,20.80,22.01,10.07万手,5.52亿,6.94%,336.34亿,48.11,0.32,26.83亿,20.01,1.66%,20.02,"
                        18.01",16.83万手,3.90%,0.69,555.87亿,5.56,3.73,16.23亿
海大集团(002311),sz002311,24.18,+0.55,+2.33%,23.35,5.57万手,24.20,25.99,2.77万手,1.32亿,-60.61%,369.61亿,24.92,0.73,15.80亿,23.63,0.36%,23.35,"
                        21.27",2.80万手,3.60%,0.77,381.93亿,6.00,4.03,15.29亿
*ST三泰(002312),sz002312,6.79,--,0.00%,--,--,--,7.13,--,--,--,73.52亿,17.92,0.28,14.05亿,6.79,--,--,"
                        6.45",--,--,--,95.39亿,2.66,2.55,10.83亿
日海通讯(002313),sz002313,29.51,+0.79,+2.75%,28.88,7.19万手,29.60,31.59,2.98万手,2.11亿,41.09%,92.07亿,98.01,0.23,3.12亿,28.72,2.30%,28.73,"
                        25.85",4.21万手,3.03%,1.07,92.07亿,4.72,6.25,3.12亿
南山控股(002314),sz002314,5.95,+0.02,+0.34%,5.90,3.71万手,5.97,6.52,2.09万手,2207.63万,-55.07%,43.89亿,81.73,0.05,18.78亿,5.93,0.50%,5.90,"
                        5.34",1.62万手,1.18%,0.26,111.71亿,2.09,2.85,7.38亿
